records,SRA_sample,biosample,ExpID,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,altitude,temp,sal,ph,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,na_aq,k_aq,mg_aq,ca_aq,Li_aq,B_aq,K_aq,Ca_aq,Fe_aq,Zn_aq,As_aq,Rb_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,CT,SedThic_Oc,SedThic_On,DistCoast,Time_rift,DSub,DMOR,DHS,DV,HF,PV,SR,slab_name,SDepth,SDip,ConvR,ConvAge,elevation,DOT,DCS,DMUSGS,DEQ,ConShelf,ConvObl,DPM,SfA
SRR5451032,SRS2126778,SAMN06706403,SRA,27.0,-42.27,-72.27,Porcelana 58DNA,61682566.0,Illumina HiSeq 2000,biofilm,0.001542480367,South_America,Chile,Chile,Porcelana Hot Spring,Porcelana Hot Spring,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,,oxidized,aerial,aerial,3192580.0,intrusive igneous,igneous,,221685.0,Futalaufquen,-42.816667,-71.716667,64.3326418,"Barrerite,Offretite",1292.0,58.0,,6.8,,,,,,,,916.0,,,,,,,0.0019,0.0001,1e-05,0.0384,,,,,,,,,,,,,,,,0.00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,822-6C,whole_rock,Igneous - Intermediate - Andesite,822-6C,-42.4,-72.6,98.828347,53.1,0.8,19.5,8.7,,7.828347,0.2,4.6,8.8,3.3,0.5,,0.2,30.0,15.0,0.8,8.0,172.0,80.0,178.0,,18.1,13.0,3.2,1.9,,20.0,3.3,,0.6,7.4,,0.3,5.0,12.1,,2.6,10.0,22.0,3.1,0.5,390.0,0.3,0.5,,,,0.3,,20.0,1.9,85.0,,,,,,,,,,,,,37.43818036,,269.163,12.58170871,46.0,258.3249458,525.7892428,1193.781562,28.36377876,77.7561397,1.246764048,,sam,-106.1213837,31.79025269,8.889191628,70.43766022,1208.254323,501.2632263,5.0383384,79.7760074,109.4471851,,-17.82413101,1184.653134,
SRR5451033,SRS2126777,SAMN06706385,SRA,27.0,-42.27,-72.27,Porcelana 48DNA,92870189.0,Illumina HiSeq 2000,biofilm,0.006350518478,South_America,Chile,Chile,Porcelana Hot Spring,Porcelana Hot Spring,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,,oxidized,aerial,aerial,3192580.0,intrusive igneous,igneous,,221685.0,Futalaufquen,-42.816667,-71.716667,64.3326418,"Barrerite,Offretite",1292.0,48.0,,7.1,,,,,,,,1004.0,,,,,,,0.0012,0.0002,0.0001,0.0341,,,,,,,,,,,,,,,,6e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,822-6C,whole_rock,Igneous - Intermediate - Andesite,822-6C,-42.4,-72.6,98.828347,53.1,0.8,19.5,8.7,,7.828347,0.2,4.6,8.8,3.3,0.5,,0.2,30.0,15.0,0.8,8.0,172.0,80.0,178.0,,18.1,13.0,3.2,1.9,,20.0,3.3,,0.6,7.4,,0.3,5.0,12.1,,2.6,10.0,22.0,3.1,0.5,390.0,0.3,0.5,,,,0.3,,20.0,1.9,85.0,,,,,,,,,,,,,37.43818036,,269.163,12.58170871,46.0,258.3249458,525.7892428,1193.781562,28.36377876,77.7561397,1.246764048,,sam,-106.1213837,31.79025269,8.889191628,70.43766022,1208.254323,501.2632263,5.0383384,79.7760074,109.4471851,,-17.82413101,1184.653134,
SRR5468438,SRS2139144,SAMN06267143,SRA,21.0,44.73,-110.71,BED_Mat_host_6_15,31107628.0,Illumina HiSeq 2500,biofilm,0.0,North_America,USA,YNP,Norris Geyser Basin,Beowulf Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,67.0,,2.9,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,BN154A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",BN154A,44.5442,-110.8222,96.9901,73.81,0.245,11.96,,,1.62,0.04,0.2,0.68,3.08,5.24,0.0831,0.032,,,,,,,758.0,,151.0,,10.7,6.19,1.12,18.6,10.1,,2.11,75.7,,0.84,44.6,58.1,30.8,16.1,189.0,,11.3,,46.3,,1.7,24.5,,,5.8,,60.3,6.03,280.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5468440,SRS2139146,SAMN06267144,SRA,21.0,44.73,-110.71,BED_Slide_host_7_15,36692866.0,Illumina HiSeq 2500,biofilm,0.03248705769,North_America,USA,YNP,Norris Geyser Basin,Beowulf Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,67.0,,2.9,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,BN154A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",BN154A,44.5442,-110.8222,96.9901,73.81,0.245,11.96,,,1.62,0.04,0.2,0.68,3.08,5.24,0.0831,0.032,,,,,,,758.0,,151.0,,10.7,6.19,1.12,18.6,10.1,,2.11,75.7,,0.84,44.6,58.1,30.8,16.1,189.0,,11.3,,46.3,,1.7,24.5,,,5.8,,60.3,6.03,280.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5468442,SRS2139148,SAMN06267142,SRA,21.0,44.73,-110.71,BED_Mat_virus_6_15,23862139.0,Illumina HiSeq 2500,biofilm,0.0575821985,North_America,USA,YNP,Norris Geyser Basin,Beowulf Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,67.0,,2.9,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,BN154A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",BN154A,44.5442,-110.8222,96.9901,73.81,0.245,11.96,,,1.62,0.04,0.2,0.68,3.08,5.24,0.0831,0.032,,,,,,,758.0,,151.0,,10.7,6.19,1.12,18.6,10.1,,2.11,75.7,,0.84,44.6,58.1,30.8,16.1,189.0,,11.3,,46.3,,1.7,24.5,,,5.8,,60.3,6.03,280.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5468443,SRS2139149,SAMN06267145,SRA,21.0,44.73,-110.71,BED_Mat_virus_9_15,33260453.0,Illumina HiSeq 2500,biofilm,0.06252085227,North_America,USA,YNP,Norris Geyser Basin,Beowulf Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,67.0,,2.9,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,BN154A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",BN154A,44.5442,-110.8222,96.9901,73.81,0.245,11.96,,,1.62,0.04,0.2,0.68,3.08,5.24,0.0831,0.032,,,,,,,758.0,,151.0,,10.7,6.19,1.12,18.6,10.1,,2.11,75.7,,0.84,44.6,58.1,30.8,16.1,189.0,,11.3,,46.3,,1.7,24.5,,,5.8,,60.3,6.03,280.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5468447,SRS2139153,SAMN06267147,SRA,23.0,44.73,-110.71,OSPB_Slides-mat_host_7_15,30470197.0,Illumina HiSeq 2500,biofilm,0.02155124639,North_America,USA,YNP,Norris Geyser Basin,One Hundred Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,72.0,,3.5,,,,0.5,,0.0,,0.14,9.0,0.0,469.0,115.27,,,1.147,,0.00162,,248.05,53.94,0.34,4.01,,,,,,,,,,,,1899.0,,,,,0.063,,1.76,0.2307,,,,,,,,,,,,,,,5.746,,,,,,,,EarthChem,BN154A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",BN154A,44.5442,-110.8222,96.9901,73.81,0.245,11.96,,,1.62,0.04,0.2,0.68,3.08,5.24,0.0831,0.032,,,,,,,758.0,,151.0,,10.7,6.19,1.12,18.6,10.1,,2.11,75.7,,0.84,44.6,58.1,30.8,16.1,189.0,,11.3,,46.3,,1.7,24.5,,,5.8,,60.3,6.03,280.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5468448,SRS2139155,SAMN06267148,SRA,23.0,44.73,-110.71,OSPB_Mat_virus_9_15,27542959.0,Illumina HiSeq 2500,biofilm,0.008019682411,North_America,USA,YNP,Norris Geyser Basin,One Hundred Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,72.0,,3.5,,,,0.5,,0.0,,0.14,9.0,0.0,469.0,115.27,,,1.147,,0.00162,,248.05,53.94,0.34,4.01,,,,,,,,,,,,1899.0,,,,,0.063,,1.76,0.2307,,,,,,,,,,,,,,,5.746,,,,,,,,EarthChem,BN154A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",BN154A,44.5442,-110.8222,96.9901,73.81,0.245,11.96,,,1.62,0.04,0.2,0.68,3.08,5.24,0.0831,0.032,,,,,,,758.0,,151.0,,10.7,6.19,1.12,18.6,10.1,,2.11,75.7,,0.84,44.6,58.1,30.8,16.1,189.0,,11.3,,46.3,,1.7,24.5,,,5.8,,60.3,6.03,280.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5468518,SRS2139222,SAMN06267026,SRA,9.0,40.65,-119.38,SSWsed_matched,47658417.0,Illumina HiSeq 2500,sediment,0.001415610052,North_America,USA,Nevada,Sandys Spring West,Sandys Spring West,spring,hot_spring,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,953401.0,sedimentary,sedimentary,sedimentary,65053.0,Great Boiling Spring,40.6613889,-119.36639,1.63599459,Siderite,1280.0,86.6,,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,D197541,whole_rock,"IGNEOUS,PLUTONIC,FELSIC",D197541,40.67639,-119.38472,99.469658,66.8,0.54,15.8,1.8,1.9,3.519658,0.05,1.6,3.9,4.5,2.6,,0.16,7.8,11.0,2.8,11.0,90.0,120.0,1000.0,1.2,100.0,11.0,,,3.1,16.0,25.0,,,39.0,38.0,,9.6,,14.0,,79.0,11.0,,,520.0,,,,0.37,,,,13.0,1.3,83.0,,,,,,,,,,,,,29.15280913,,96.9986,379.5847849,,456.1102863,199.3231579,784.0530012,131.7466782,111.3759047,2.643840039,,,,,,,1190.898,658.1127571,,89.98882439,85.83845727,,,1607.770707,
SRR5468531,SRS2139235,SAMN06267027,SRA,9.0,40.65,-119.38,SSWsed_130316,52910580.0,Illumina HiSeq 2500,sediment,0.03235934176,North_America,USA,Nevada,Sandys Spring West,Sandys Spring West,spring,hot_spring,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,953401.0,sedimentary,sedimentary,sedimentary,65053.0,Great Boiling Spring,40.6613889,-119.36639,1.63599459,Siderite,1280.0,86.6,,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,D197541,whole_rock,"IGNEOUS,PLUTONIC,FELSIC",D197541,40.67639,-119.38472,99.469658,66.8,0.54,15.8,1.8,1.9,3.519658,0.05,1.6,3.9,4.5,2.6,,0.16,7.8,11.0,2.8,11.0,90.0,120.0,1000.0,1.2,100.0,11.0,,,3.1,16.0,25.0,,,39.0,38.0,,9.6,,14.0,,79.0,11.0,,,520.0,,,,0.37,,,,13.0,1.3,83.0,,,,,,,,,,,,,29.15280913,,96.9986,379.5847849,,456.1102863,199.3231579,784.0530012,131.7466782,111.3759047,2.643840039,,,,,,,1190.898,658.1127571,,89.98882439,85.83845727,,,1607.770707,
SRR5468562,SRS2139251,SAMN06267029,SRA,2.0,37.69,-118.84,LHC4sed_matched,63851897.0,Illumina HiSeq 2500,sediment,0.02447462317,North_America,USA,California,Little Hot Creek,Little Hot Creek,spring,hot_spring,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,3186305.0,basalt,igneous,basalt,83167.0,Hot Creek Pit,37.6908333,-118.86694,2.9964192,Kaolinite,2101.0,78.7,1.087,6.85,,,,,,0.000306,4.9e-06,,6.0,,172.996,89.62398,0.0164,0.10387,0.15252984,,1.161446,,367.824,24.54852,,29.65772,2.8,10.6,30.0,50.0,,,0.74,0.26,,,,0.1217312,,,,,,,,,,,,,,,,,,2.36654,,,,,,,,,,,,,EarthChem,B-348C,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",B-348C,37.62,-118.75,99.6,77.29765356,0.08104023915,12.42336342,,0.7288032905,0.7288032905,0.03473153107,0.0,0.4851889643,3.778369592,4.651920222,,0.1189291821,,,,,,,30.0,,,,,,,,,,,,,,24.0,,,,166.0,,,,11.0,,,,,,,,26.0,,78.0,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,40.28037324,,66.0812,280.9593014,,588.1971329,170.1985583,962.5145185,4.396607736,94.28152584,2.190199491,,,,,,,2177.925104,791.0629244,,18.62155334,5.410416774,,,1297.150571,
SRR5468563,SRS2139252,SAMN06267028,SRA,9.0,40.65,-119.38,SSWTFFsm_matched,46790066.0,Illumina HiSeq 2500,fluid,0.3850662639,North_America,USA,Nevada,Sandys Spring West,Sandys Spring West,spring,hot_spring,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,953401.0,sedimentary,sedimentary,sedimentary,65053.0,Great Boiling Spring,40.6613889,-119.36639,1.63599459,Siderite,1280.0,86.6,,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,D197541,whole_rock,"IGNEOUS,PLUTONIC,FELSIC",D197541,40.67639,-119.38472,99.469658,66.8,0.54,15.8,1.8,1.9,3.519658,0.05,1.6,3.9,4.5,2.6,,0.16,7.8,11.0,2.8,11.0,90.0,120.0,1000.0,1.2,100.0,11.0,,,3.1,16.0,25.0,,,39.0,38.0,,,,14.0,,79.0,11.0,,,520.0,,,,0.37,,,,13.0,1.3,83.0,,,,,,,,,,,,,29.15280913,,96.9986,379.5847849,,456.1102863,199.3231579,784.0530012,131.7466782,111.3759047,2.643840039,,,,,,,1190.898,658.1127571,,89.98882439,85.83845727,,,1607.770707,
SRR5468564,SRS2139253,SAMN06267030,SRA,2.0,37.69,-118.84,LHC4sed_replicate,69363427.0,Illumina HiSeq 2500,,0.002429426513,North_America,USA,California,Little Hot Creek,Little Hot Creek,spring,hot_spring,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,3186305.0,basalt,igneous,basalt,83167.0,Hot Creek Pit,37.6908333,-118.86694,2.9964192,Kaolinite,2101.0,78.7,1.087,6.85,,,,,,0.000306,4.9e-06,,6.0,,172.996,89.62398,0.0164,0.10387,0.15252984,,1.161446,,367.824,24.54852,,29.65772,2.8,10.6,30.0,50.0,,,0.74,0.26,,,,0.1217312,,,,,,,,,,,,,,,,,,2.36654,,,,,,,,,,,,,EarthChem,B-601B,whole_rock,"IGNEOUS, VOLCANIC, FELSIC, RHYOLITE",B-601B,37.62,-118.75,99.2825335,75.45432207,0.154110023,12.92674873,,,1.334312319,0.04726040706,0.3174666474,1.20411298,3.48185912,4.543163479,,0.1366442204,,4.2921,,91.4224,8.8982,,885.5333,,109.1243,4.1254,,,1.01795,,,,,58.7273,,0.3477,,38.5232,,,122.478,3.9892,5.5193,,,1.1806,0.646,15.6987,1847.621,,4.1174,,,2.2446,225.4377,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,40.28037324,,66.0812,280.9593014,,588.1971329,170.1985583,962.5145185,4.396607736,94.28152584,2.190199491,,,,,,,2177.925104,791.0629244,,18.62155334,5.410416774,,,1297.150571,
SRR5468565,SRS2139254,SAMN06267032,SRA,34.0,25.44,98.44,GXS 20120812B,42307607.0,Illumina HiSeq 2500,sediment,0.001990539241,Asia,China,YunNA province,Gongxiaoshe hot spring,Gongxiaoshe hot spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,oxidized,aerial,aerial,3192131.0,sedimentary,sedimentary,sedimentary,155457.0,Xiaolonghe Sn Deposit,25.45,98.4333333,0.7590388,"Cassiterite,Magnetite,Muscovite,Pyrite,Quartz,Topaz",2524.0,73.8,1.449,7.29,,0.44,3e-05,,0.125,,,,,12.9,92.8,2.1,0.0,,0.05,0.05,0.1,,418.5,45.9,3.35,9.2,,,,,,,,,,7e-05,,0.175,0.0103,0.000153,0.00028,0.000366,0.00371,,,0.51,0.00287,9e-06,0.00012,0.49,0.0003,4.5e-05,,,1.2e-05,,6.9e-05,0.31,,,0.55,3.6e-05,,0.00094,,0.056,2.4e-05,4.2e-05,EarthChem,CZ08-1,whole_rock,"TRACHYANDESITE, BASALTIC",CZ08-1,25.2352,98.5223,97.55,54.03,1.35,16.87,2.13,5.18,7.0965953,0.13,5.91,6.46,3.84,3.23,,0.55,28.99,27.05,,84.32,139.1,76.77,982.1,,124.3,115.2,4.84,2.6,1.93,,6.66,,0.98,69.27,,0.35,32.3,47.76,13.89,13.41,86.42,20.13,7.93,,705.6,1.86,0.91,21.4,,,2.46,,25.48,2.46,224.2,,,,,,,,,,,,,40.26886259,,14.0582,758.7742921,,1459.29617,1163.116997,16.63584605,24.0472108,81.59077148,2.585708703,,,,,,,1741.60864,1188.054784,,24.57337473,6.781192064,,,1001.214852,
SRR5468566,SRS2139255,SAMN06267031,SRA,34.0,25.44,98.44,GXS 110809B,32006697.0,Illumina HiSeq 2500,sediment,0.03868184902,Asia,China,YunNA province,Gongxiaoshe hot spring,Gongxiaoshe hot spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,oxidized,aerial,aerial,3192131.0,sedimentary,sedimentary,sedimentary,155457.0,Xiaolonghe Sn Deposit,25.45,98.4333333,0.7590388,"Cassiterite,Magnetite,Muscovite,Pyrite,Quartz,Topaz",2524.0,73.8,1.449,7.29,,0.44,3e-05,,0.125,,,,,12.9,92.8,2.1,0.0,,0.05,0.05,0.1,,418.5,45.9,3.35,9.2,,,,,,,,,,7e-05,,0.175,0.0103,0.000153,0.00028,0.000366,0.00371,,,0.51,0.00287,9e-06,0.00012,0.49,0.0003,4.5e-05,,,1.2e-05,,6.9e-05,0.31,,,0.55,3.6e-05,,0.00094,,0.056,2.4e-05,4.2e-05,EarthChem,CZ08-1,whole_rock,"TRACHYANDESITE, BASALTIC",CZ08-1,25.2352,98.5223,97.55,54.03,1.35,16.87,2.13,5.18,7.0965953,0.13,5.91,6.46,3.84,3.23,,0.55,28.99,27.05,,84.32,139.1,76.77,982.1,,124.3,115.2,4.84,2.6,1.93,,6.66,,0.98,69.27,,0.35,32.3,47.76,13.89,13.41,86.42,20.13,7.93,,705.6,1.86,0.91,21.4,,,2.46,,25.48,2.46,224.2,,,,,,,,,,,,,40.26886259,,14.0582,758.7742921,,1459.29617,1163.116997,16.63584605,24.0472108,81.59077148,2.585708703,,,,,,,1741.60864,1188.054784,,24.57337473,6.781192064,,,1001.214852,
SRR5468567,SRS2139256,SAMN06267034,SRA,35.0,25.44,98.46,JNZ 110809A,40841409.0,Illumina HiSeq 2500,sediment,0.0417823477,Asia,China,YunNA province,Jinze hot spring,Jinze hot spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,oxidized,aerial,aerial,3192131.0,sedimentary,sedimentary,sedimentary,8304.0,Tengchong Co.,25.3808333,98.4677778,1.29832595,"Kaolinite,Actinolite,Ludwigite,Albite,Magnetite,Aluminite,Marcasite,Alunite,Microcline,Alunogen,Molybdenite,Analcime,Muscovite,Anatase,Opal,Andalusite,Orthoclase,Aragonite,Phlogopite,Arsenopyrite,Pyrite,Bismuth,Pyrrhotite,Bornite,Quartz,Calcite,Rhodochrosite,Calcurmolite,Rozenite,Cassiterite,Rutile,Cerussite,Samarskite-(Y),Chalcocite,Scheelite,Chalcopyrite,Siderite,Chondrodite,Silver,Coffinite,Smithsonite,Coquimbite,Sphalerite,Cosalite,Spinel,Dickite,Spodumene,Diopside,Stannite,Dolomite,Stibnite,Epidote,Studtite,Euxenite-(Y),Sulphur,Fluoborite,Szaibelyite,Fluorite,Tengchongite,Forsterite,Tetrahedrite,Galena,Thenardite,Galenobismutite,Thermonatrite,Goethite,Topaz,Gold,Tremolite,Gypsum,Trona,Halite,Uraninite,Halotrichite,Vesuvianite,Hematite,Wollastonite,Joseite-A,Zircon",2524.0,81.6,1.124,6.71,,0.25,0.0,,0.13,,,,,5.1,146.9,22.2,0.0,0.0,0.4,0.4,0.0,0.0,390.2,42.6,3.33,8.2,,,,,,,,,,5.4e-05,4.0,0.105,0.022,0.00039,0.0003,0.000616,0.0047,,0.4,0.64,0.004,8e-06,,0.486,0.00015,5.6e-05,,1e-05,1e-05,,,,,,0.581,0.00033,0.1,,0.000214,0.0529,3e-05,0.00039,EarthChem,CZ08-1,whole_rock,"TRACHYANDESITE, BASALTIC",CZ08-1,25.2352,98.5223,97.55,54.03,1.35,16.87,2.13,5.18,7.0965953,0.13,5.91,6.46,3.84,3.23,,0.55,28.99,27.05,,84.32,139.1,76.77,982.1,,124.3,115.2,4.84,2.6,1.93,,6.66,,0.98,69.27,,0.35,32.3,47.76,13.89,13.41,86.42,20.13,7.93,,705.6,1.86,0.91,21.4,,,2.46,,25.48,2.46,224.2,,,,,,,,,,,,,40.37830312,,11.5848,760.5790962,,1460.253888,1163.481482,16.03345751,23.62278061,81.63163372,2.584112309,,,,,,,1734.47104,1188.446481,,22.62063233,6.650873917,,,1003.054466,
